tweet,tweet_analytics,date,query,username,display_name,tweet_id
Big Tech monopolies control information and stifle competition in the digital economy,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-04-25 09:30:00-06:00,tech_debate,break_big_tech,Break Monopolies,2181
Technology companies drive innovation and create platforms that benefit billions globally,"{""replies"": 534, ""retweets"": 1067, ""quotes"": 123, ""likes"": 6789, ""views"": 37800}",2024-04-25 10:15:00-06:00,tech_debate,tech_innovation,Innovation Benefits,2182
Technology regulation should protect consumers while preserving incentives for innovation,"{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1567, ""views"": 9200}",2024-04-25 11:45:00-06:00,tech_debate,smart_regulation,Smart Rules,2183
Social media censorship threatens free speech and democratic discourse,"{""replies"": 689, ""retweets"": 1345, ""quotes"": 156, ""likes"": 8567, ""views"": 47200}",2024-04-25 12:20:00-06:00,tech_debate,free_speech,Free Speech,2184
Content moderation prevents the spread of misinformation and harmful content,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-04-25 13:00:00-06:00,tech_debate,content_moderation,Stop Misinformation,2185
"Digital platforms should have clear, consistent, and fair content policies","{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-04-25 14:30:00-06:00,tech_debate,fair_policies,Fair Rules,2186
Data privacy is a fundamental right that corporations cannot violate for profit,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-04-25 15:15:00-06:00,tech_debate,privacy_rights,Privacy Rights,2187
Data use enables personalized services that improve user experience and convenience,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-04-25 16:45:00-06:00,tech_debate,personalized_services,Better Services,2188
"Technology policy should balance innovation, competition, privacy, and free expression","{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-04-25 17:20:00-06:00,tech_debate,balance_tech,Balance All,2189
Artificial intelligence will either liberate humanity or destroy jobs and democracy,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-04-25 18:00:00-06:00,tech_debate,ai_future,AI Future,2190
"Defund the police! Communities need social workers and teachers, not more armed enforcers","{""replies"": 789, ""retweets"": 1567, ""quotes"": 189, ""likes"": 10234, ""views"": 56700}",2024-04-30 10:00:00-06:00,police_debate,defund_police,Defund Police,2191
Law enforcement protects communities from criminals who prey on innocent people,"{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9567, ""views"": 52800}",2024-04-30 11:30:00-06:00,police_debate,law_order,Law and Order,2192
Police reform should improve training and accountability while maintaining public safety,"{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-04-30 12:15:00-06:00,police_debate,police_reform,Reform Police,2193
Police brutality disproportionately affects communities of color and must be stopped,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-04-30 13:45:00-06:00,police_debate,stop_brutality,Stop Brutality,2194
Most police officers are dedicated public servants who risk their lives to protect others,"{""replies"": 534, ""retweets"": 1067, ""quotes"": 123, ""likes"": 6789, ""views"": 37800}",2024-04-30 14:20:00-06:00,police_debate,support_police,Support Police,2195
Criminal justice reform should address both police accountability and crime prevention,"{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1567, ""views"": 9200}",2024-04-30 15:00:00-06:00,police_debate,comprehensive_justice,Comprehensive Reform,2196
Qualified immunity protects officers making split-second decisions in dangerous situations,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-04-30 16:30:00-06:00,police_debate,qualified_immunity,Protect Officers,2197
Qualified immunity prevents accountability for police misconduct and violates civil rights,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-04-30 17:15:00-06:00,police_debate,end_immunity,End Immunity,2198
Community policing builds trust through relationships between officers and neighborhoods,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-04-30 18:45:00-06:00,police_debate,community_policing,Build Trust,2199
Public safety requires both effective law enforcement and strong community programs,"{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-04-30 19:20:00-06:00,police_debate,safety_programs,Safety and Programs,2200
Climate change will kill us all if we don't act NOW! The science is clear and urgent!,"{""replies"": 856, ""retweets"": 1723, ""quotes"": 201, ""likes"": 12567, ""views"": 69800}",2024-05-01 08:00:00-06:00,climate_debate,climate_alarm,Crisis Now,2201
Climate hysteria is destroying the economy for a problem that may not even exist,"{""replies"": 734, ""retweets"": 1456, ""quotes"": 178, ""likes"": 10234, ""views"": 56700}",2024-05-01 09:30:00-06:00,climate_debate,skeptic_economist,Economic Reality,2202
Climate action needs to be based on sound science and economic analysis,"{""replies"": 145, ""retweets"": 289, ""quotes"": 34, ""likes"": 1789, ""views"": 10500}",2024-05-01 10:15:00-06:00,climate_debate,rational_climate,Sound Science,2203
The Paris Climate Agreement is surrendering American sovereignty to global elites,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-01 11:45:00-06:00,climate_debate,sovereignty_first,America First Climate,2204
International cooperation on climate change benefits all humanity including Americans,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-05-01 12:20:00-06:00,climate_debate,global_cooperation,Global Benefits,2205
"Nuclear energy is clean, safe, and the only realistic path to carbon neutrality","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-01 13:00:00-06:00,climate_debate,nuclear_advocate,Nuclear Solution,2206
Renewable energy with storage can meet all our power needs safely and cleanly,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-01 14:30:00-06:00,climate_debate,renewable_advocate,Renewable Future,2207
All clean energy sources including nuclear and renewables should be considered,"{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-01 15:15:00-06:00,climate_debate,energy_pragmatist,All Clean Energy,2208
Carbon pricing will drive innovation while generating revenue for climate adaptation,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-01 16:45:00-06:00,climate_debate,carbon_price,Price Carbon,2209
Carbon taxes hurt working families while doing nothing to reduce global emissions,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-01 17:20:00-06:00,climate_debate,tax_opposition,No Carbon Tax,2210
Universal Basic Income would eliminate poverty and give people freedom to pursue meaningful work,"{""replies"": 689, ""retweets"": 1345, ""quotes"": 156, ""likes"": 8567, ""views"": 47200}",2024-05-05 09:15:00-06:00,welfare_debate,ubi_advocate,UBI Freedom,2211
Universal Basic Income would destroy work incentives and bankrupt the government,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-05 10:45:00-06:00,welfare_debate,work_incentives,Work Matters,2212
Targeted assistance for those in need is more effective than universal programs,"{""replies"": 156, ""retweets"": 289, ""quotes"": 33, ""likes"": 1789, ""views"": 10500}",2024-05-05 11:20:00-06:00,welfare_debate,targeted_help,Target Assistance,2213
Welfare should provide a safety net while encouraging self-sufficiency and work,"{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-05 12:00:00-06:00,welfare_debate,safety_net_work,Safety and Work,2214
The current welfare system traps people in poverty instead of helping them escape,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-05 13:30:00-06:00,welfare_debate,welfare_trap,Poverty Trap,2215
Social programs should invest in human potential through education and job training,"{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-05 14:15:00-06:00,welfare_debate,human_investment,Invest in People,2216
Private charity and community organizations help people better than government bureaucracy,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-05 15:45:00-06:00,welfare_debate,private_charity,Private Help,2217
Government programs provide crucial support that private charity cannot match in scale,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-05 16:20:00-06:00,welfare_debate,government_scale,Government Scale,2218
Effective anti-poverty policy requires both public programs and private sector job creation,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-05 17:00:00-06:00,welfare_debate,public_private,Both Sectors,2219
Social safety nets should be generous enough to provide dignity and basic security,"{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-05 18:30:00-06:00,welfare_debate,dignity_security,Dignity Security,2220
Foreign aid wastes American taxpayer money that should be spent helping Americans first,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-05-10 08:45:00-06:00,foreign_policy_debate,america_first_aid,America First,2221
Foreign assistance advances American interests and values while helping those in need,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-10 10:15:00-06:00,foreign_policy_debate,strategic_aid,Strategic Aid,2222
Foreign policy should prioritize American interests while considering global responsibilities,"{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1567, ""views"": 9200}",2024-05-10 11:00:00-06:00,foreign_policy_debate,interests_responsibility,Balance Interests,2223
America must lead the free world against authoritarian threats to democracy,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-10 12:30:00-06:00,foreign_policy_debate,democracy_leader,Lead Democracy,2224
Military intervention has failed repeatedly - diplomacy and trade work better,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-10 13:15:00-06:00,foreign_policy_debate,diplomacy_first,Diplomacy Works,2225
Strong defense deters aggression and protects American interests worldwide,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-10 14:45:00-06:00,foreign_policy_debate,strong_defense,Strong Defense,2226
Peace through strength requires both military capability and diplomatic engagement,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-10 15:20:00-06:00,foreign_policy_debate,peace_strength,Peace Strength,2227
Isolationism is impossible in an interconnected world facing global challenges,"{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-10 16:00:00-06:00,foreign_policy_debate,interconnected_world,Global Connection,2228
Nation building abroad has failed while problems at home go unaddressed,"{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-05-10 17:30:00-06:00,foreign_policy_debate,nation_building_failed,Fix Home First,2229
International alliances multiply American power and share the costs of global leadership,"{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-10 18:15:00-06:00,foreign_policy_debate,alliance_power,Alliance Strength,2230
Big government is crushing individual liberty and destroying the American dream,"{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-05-15 09:00:00-06:00,government_debate,small_government,Individual Liberty,2231
Government programs provide essential services that markets alone cannot deliver effectively,"{""replies"": 689, ""retweets"": 1345, ""quotes"": 156, ""likes"": 8567, ""views"": 47200}",2024-05-15 10:30:00-06:00,government_debate,government_services,Essential Services,2232
Good governance requires the right balance of public and private sector roles,"{""replies"": 145, ""retweets"": 289, ""quotes"": 34, ""likes"": 1789, ""views"": 10500}",2024-05-15 11:15:00-06:00,government_debate,balanced_governance,Balanced Roles,2233
Government regulation protects consumers and workers from corporate abuse,"{""replies"": 534, ""retweets"": 1067, ""quotes"": 123, ""likes"": 6789, ""views"": 37800}",2024-05-15 12:45:00-06:00,government_debate,protect_people,Protect People,2234
Free markets reward innovation and efficiency better than government bureaucracy,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-15 13:20:00-06:00,government_debate,free_markets,Market Efficiency,2235
Smart regulation enhances market efficiency by addressing market failures,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-15 14:00:00-06:00,government_debate,smart_regulation,Fix Market Failures,2236
Government spending crowds out private investment and slows economic growth,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-15 15:30:00-06:00,government_debate,crowding_out,Crowds Out Investment,2237
Public investment in infrastructure and research drives long-term economic growth,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-15 16:15:00-06:00,government_debate,public_investment,Public Investment,2238
Fiscal responsibility requires controlling spending while investing in national priorities,"{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-15 17:45:00-06:00,government_debate,fiscal_responsibility,Fiscal Balance,2239
"Democracy works best when government is accountable, transparent, and effective","{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-15 18:20:00-06:00,government_debate,good_governance,Good Government,2240
Billionaires are evil parasites who steal from workers and corrupt democracy!,"{""replies"": 1234, ""retweets"": 2567, ""quotes"": 289, ""likes"": 15678, ""views"": 87400}",2024-05-20 08:15:00-06:00,wealth_debate,class_warrior,Eat the Rich,2241
Successful entrepreneurs create jobs and drive innovation that benefits everyone!,"{""replies"": 1123, ""retweets"": 2234, ""quotes"": 267, ""likes"": 13456, ""views"": 74800}",2024-05-20 09:45:00-06:00,wealth_debate,entrepreneur_defender,Job Creator,2242
Extreme wealth concentration undermines both democracy and economic opportunity,"{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-20 10:30:00-06:00,wealth_debate,concentration_critic,Wealth Concentration,2243
"Wealth creation through innovation and investment should be celebrated, not demonized","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-20 11:15:00-06:00,wealth_debate,wealth_creation,Create Wealth,2244
Economic mobility requires both individual effort and systemic opportunity,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-20 12:45:00-06:00,wealth_debate,mobility_both,Effort and Opportunity,2245
Inheritance taxes prevent the creation of permanent aristocracies in America,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-05-20 13:20:00-06:00,wealth_debate,inheritance_tax,No Aristocracy,2246
Death taxes destroy family businesses and farms built over generations,"{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-05-20 14:00:00-06:00,wealth_debate,family_business,Family Legacy,2247
Progressive taxation ensures everyone contributes fairly to society's needs,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-20 15:30:00-06:00,wealth_debate,progressive_tax,Fair Contribution,2248
Flat taxes treat all citizens equally regardless of income level,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-20 16:15:00-06:00,wealth_debate,flat_tax,Equal Treatment,2249
Tax policy should optimize both revenue generation and economic growth,"{""replies"": 89, ""retweets"": 167, ""quotes"": 19, ""likes"": 1123, ""views"": 6700}",2024-05-20 17:45:00-06:00,wealth_debate,optimize_taxes,Optimize Revenue,2250
Abortion is murder and should be banned to protect innocent human life,"{""replies"": 1345, ""retweets"": 2678, ""quotes"": 312, ""likes"": 16789, ""views"": 93400}",2024-05-25 09:30:00-06:00,abortion_debate,pro_life_warrior,Protect Life,2251
Abortion is healthcare and women should control their own reproductive choices,"{""replies"": 1456, ""retweets"": 2890, ""quotes"": 334, ""likes"": 18234, ""views"": 101200}",2024-05-25 10:15:00-06:00,abortion_debate,pro_choice_fighter,Choice Freedom,2252
"Abortion policy should balance competing values of life, liberty, and health","{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-05-25 11:45:00-06:00,abortion_debate,balanced_approach,Balance Values,2253
Late-term abortion is infanticide and must be prohibited by law,"{""replies"": 789, ""retweets"": 1567, ""quotes"": 178, ""likes"": 9890, ""views"": 54300}",2024-05-25 12:20:00-06:00,abortion_debate,late_term_ban,Ban Late Term,2254
"Medical decisions should be made by women and doctors, not politicians","{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-05-25 13:00:00-06:00,abortion_debate,medical_decisions,Doctor Patient,2255
Parental consent protects minors and respects family authority,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-05-25 14:30:00-06:00,abortion_debate,parental_consent,Parent Rights,2256
Mandatory waiting periods delay necessary medical care and endanger women,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-05-25 15:15:00-06:00,abortion_debate,no_delays,No Waiting,2257
Comprehensive sex education and contraception access reduce unintended pregnancies,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-25 16:45:00-06:00,abortion_debate,prevention_focus,Prevent Pregnancy,2258
Adoption should be supported as an alternative to abortion,"{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-05-25 17:20:00-06:00,abortion_debate,adoption_support,Support Adoption,2259
Reproductive rights are fundamental to women's equality and autonomy,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-25 18:00:00-06:00,abortion_debate,reproductive_rights,Women's Rights,2260
Voter fraud is rampant and threatens the integrity of American democracy,"{""replies"": 967, ""retweets"": 1934, ""quotes"": 223, ""likes"": 12345, ""views"": 68700}",2024-05-30 08:45:00-06:00,election_debate,fraud_fighter,Stop Fraud,2261
"Voter suppression is the real threat to democracy, not imaginary fraud","{""replies"": 1034, ""retweets"": 2067, ""quotes"": 245, ""likes"": 13456, ""views"": 74800}",2024-05-30 09:30:00-06:00,election_debate,access_advocate,Voting Rights,2262
Election security and voting access are both essential to democratic legitimacy,"{""replies"": 178, ""retweets"": 334, ""quotes"": 39, ""likes"": 2234, ""views"": 13400}",2024-05-30 10:15:00-06:00,election_debate,security_access,Both Needed,2263
Voter ID requirements are common sense measures to prevent fraud,"{""replies"": 623, ""retweets"": 1245, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-05-30 11:45:00-06:00,election_debate,require_id,Common Sense ID,2264
Voter ID laws disproportionately disenfranchise minority and elderly voters,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 134, ""likes"": 7234, ""views"": 40100}",2024-05-30 12:20:00-06:00,election_debate,id_discrimination,ID Discrimination,2265
Mail-in voting increases participation while maintaining election security,"{""replies"": 234, ""retweets"": 445, ""quotes"": 51, ""likes"": 2789, ""views"": 16200}",2024-05-30 13:00:00-06:00,election_debate,mail_voting,Mail Voting,2266
Mail-in ballots are vulnerable to fraud and ballot harvesting schemes,"{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-05-30 14:30:00-06:00,election_debate,mail_fraud,Mail Fraud,2267
Early voting expands access for working families and busy citizens,"{""replies"": 189, ""retweets"": 356, ""quotes"": 42, ""likes"": 2345, ""views"": 13900}",2024-05-30 15:15:00-06:00,election_debate,early_voting,Early Access,2268
Signature verification and audit procedures ensure ballot integrity,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-05-30 16:45:00-06:00,election_debate,verification,Verify Signatures,2269
Gerrymandering by both parties undermines fair representation,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-05-30 17:20:00-06:00,election_debate,fair_districts,Fair Districts,2270
Social media is destroying democracy by spreading lies and dividing Americans!,"{""replies"": 834, ""retweets"": 1667, ""quotes"": 189, ""likes"": 10234, ""views"": 56700}",2024-06-01 09:00:00-06:00,social_media_debate,democracy_defender,Save Democracy,2271
Free speech online is under attack from Big Tech censorship and government pressure!,"{""replies"": 789, ""retweets"": 1578, ""quotes"": 178, ""likes"": 9567, ""views"": 52800}",2024-06-01 10:30:00-06:00,social_media_debate,free_speech_warrior,Free Speech,2272
Content moderation should balance free expression with preventing real harm,"{""replies"": 156, ""retweets"": 289, ""quotes"": 33, ""likes"": 1789, ""views"": 10500}",2024-06-01 11:15:00-06:00,social_media_debate,balance_moderation,Balance Speech,2273
"Algorithms manipulate what we see and think, creating filter bubbles and polarization","{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-06-01 12:45:00-06:00,social_media_debate,algorithm_manipulation,Algorithm Control,2274
Personalized feeds help users find relevant content and connect with like-minded people,"{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-06-01 13:20:00-06:00,social_media_debate,personalization_good,Good Personalization,2275
Section 230 protects innovation and free speech by shielding platforms from liability,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-06-01 14:00:00-06:00,social_media_debate,section_230,Protect 230,2276
Section 230 lets Big Tech censor conservatives while protecting liberal bias,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-06-01 15:30:00-06:00,social_media_debate,conservative_bias,Liberal Bias,2277
Misinformation spreads faster than truth and undermines informed democracy,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-06-01 16:15:00-06:00,social_media_debate,misinformation_threat,Stop Misinformation,2278
Who decides what's misinformation? Censorship threatens democratic debate,"{""replies"": 456, ""retweets"": 889, ""quotes"": 97, ""likes"": 5678, ""views"": 31200}",2024-06-01 17:45:00-06:00,social_media_debate,censorship_threat,Who Decides,2279
Digital literacy education can help people navigate online information critically,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-06-01 18:20:00-06:00,social_media_debate,digital_literacy,Teach Literacy,2280
"Cryptocurrency is the future of money - decentralized, censorship-resistant, and free!","{""replies"": 723, ""retweets"": 1445, ""quotes"": 167, ""likes"": 9234, ""views"": 51000}",2024-06-05 10:15:00-06:00,crypto_debate,crypto_maximalist,Crypto Future,2281
Cryptocurrency is a speculative bubble used for money laundering and tax evasion!,"{""replies"": 667, ""retweets"": 1334, ""quotes"": 156, ""likes"": 8567, ""views"": 47200}",2024-06-05 11:45:00-06:00,crypto_debate,crypto_critic,Crypto Scam,2282
Digital currencies could improve financial inclusion and payment efficiency,"{""replies"": 189, ""retweets"": 356, ""quotes"": 41, ""likes"": 2234, ""views"": 13400}",2024-06-05 12:20:00-06:00,crypto_debate,digital_innovation,Digital Innovation,2283
Central bank digital currencies threaten privacy and enable government surveillance,"{""replies"": 534, ""retweets"": 1067, ""quotes"": 123, ""likes"": 6789, ""views"": 37800}",2024-06-05 13:00:00-06:00,crypto_debate,cbdc_surveillance,CBDC Surveillance,2284
Stablecoins and CBDCs could provide digital payment benefits with less volatility,"{""replies"": 134, ""retweets"": 267, ""quotes"": 31, ""likes"": 1567, ""views"": 9200}",2024-06-05 14:30:00-06:00,crypto_debate,stable_digital,Stable Digital,2285
Crypto regulation should protect consumers while preserving innovation,"{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-06-05 15:15:00-06:00,crypto_debate,smart_crypto_regulation,Smart Regulation,2286
DeFi eliminates bank middlemen and democratizes access to financial services,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-06-05 16:45:00-06:00,crypto_debate,defi_revolution,DeFi Revolution,2287
Unregulated DeFi protocols are risky and vulnerable to hacks and fraud,"{""replies"": 356, ""retweets"": 667, ""quotes"": 73, ""likes"": 4234, ""views"": 23900}",2024-06-05 17:20:00-06:00,crypto_debate,defi_risks,DeFi Dangerous,2288
Blockchain technology has legitimate uses beyond cryptocurrency speculation,"{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-06-05 18:00:00-06:00,crypto_debate,blockchain_utility,Blockchain Uses,2289
Proof of work mining wastes enormous energy for a digital gambling system,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-06-05 19:30:00-06:00,crypto_debate,energy_waste,Energy Waste,2290
Infrastructure spending is essential for economic competitiveness and job creation,"{""replies"": 612, ""retweets"": 1234, ""quotes"": 145, ""likes"": 7890, ""views"": 43600}",2024-06-10 08:30:00-06:00,infrastructure_debate,infrastructure_investor,Invest Infrastructure,2291
Infrastructure spending is just another government boondoggle that wastes taxpayer money,"{""replies"": 567, ""retweets"": 1123, ""quotes"": 129, ""likes"": 7234, ""views"": 40100}",2024-06-10 10:00:00-06:00,infrastructure_debate,spending_critic,Waste Money,2292
Public-private partnerships can efficiently deliver needed infrastructure projects,"{""replies"": 156, ""retweets"": 289, ""quotes"": 33, ""likes"": 1789, ""views"": 10500}",2024-06-10 11:30:00-06:00,infrastructure_debate,public_private_infrastructure,PPP Infrastructure,2293
Crumbling bridges and roads are a national security and safety emergency,"{""replies"": 445, ""retweets"": 834, ""quotes"": 91, ""likes"": 5234, ""views"": 29400}",2024-06-10 12:15:00-06:00,infrastructure_debate,infrastructure_crisis,Infrastructure Crisis,2294
Private sector builds infrastructure faster and cheaper than government,"{""replies"": 234, ""retweets"": 445, ""quotes"": 49, ""likes"": 2789, ""views"": 16200}",2024-06-10 13:45:00-06:00,infrastructure_debate,private_efficiency,Private Better,2295
Broadband internet is essential infrastructure for the 21st century economy,"{""replies"": 289, ""retweets"": 567, ""quotes"": 64, ""likes"": 3567, ""views"": 20600}",2024-06-10 14:20:00-06:00,infrastructure_debate,broadband_essential,Broadband Essential,2296
Green infrastructure investments will create jobs while fighting climate change,"{""replies"": 378, ""retweets"": 723, ""quotes"": 81, ""likes"": 4567, ""views"": 26300}",2024-06-10 15:00:00-06:00,infrastructure_debate,green_infrastructure,Green Infrastructure,2297
Traditional infrastructure like roads and bridges should be prioritized over green projects,"{""replies"": 323, ""retweets"": 634, ""quotes"": 71, ""likes"": 4123, ""views"": 24600}",2024-06-10 16:30:00-06:00,infrastructure_debate,traditional_first,Traditional First,2298
Infrastructure maintenance is unglamorous but critical for public safety,"{""replies"": 123, ""retweets"": 234, ""quotes"": 27, ""likes"": 1567, ""views"": 9200}",2024-06-10 17:15:00-06:00,infrastructure_debate,maintenance_matters,Maintain Infrastructure,2299
Smart infrastructure investments pay for themselves through increased productivity,"{""replies"": 167, ""retweets"": 323, ""quotes"": 37, ""likes"": 2123, ""views"": 12400}",2024-06-10 18:45:00-06:00,infrastructure_debate,smart_investment,Smart Investment,2300
Housing is a human right! Ban corporate ownership of single-family homes NOW!,"{""replies"": 1456, ""retweets"": 2890, ""quotes"": 334, ""likes"": 18234, ""views"": 101200}",2024-06-15 09:15:00-06:00,housing_debate,housing_rights,Housing Rights,2301
